,leaning,question,response
1326,3,abortion,4
1327,3,gunrights,1
1328,3,taxwaste,2
1329,3,riotsolution,2
1330,3,govservices,4
1331,3,healthservices,1
1332,3,abortion,4
1333,3,gunrights,1
1334,3,taxwaste,2
1335,3,riotsolution,2
1336,3,govservices,4
1337,3,healthservices,1
1338,3,abortion,4
1339,3,gunrights,1
1340,3,taxwaste,2
1341,3,riotsolution,1
1342,3,govservices,4
1343,3,healthservices,1
1344,3,abortion,4
1345,3,gunrights,1
1346,3,taxwaste,2
1347,3,riotsolution,2
1348,3,govservices,4
1349,3,healthservices,1
1350,3,abortion,4
1351,3,gunrights,1
1352,3,taxwaste,1
1353,3,riotsolution,2
1354,3,govservices,4
1355,3,healthservices,1
1356,3,abortion,4
1357,3,gunrights,1
1358,3,taxwaste,1
1359,3,riotsolution,2
1360,3,govservices,4
1361,3,healthservices,1
1362,3,abortion,4
1363,3,gunrights,1
1364,3,taxwaste,1
1365,3,riotsolution,1
1366,3,govservices,4
1367,3,healthservices,1
1368,3,abortion,4
1369,3,gunrights,1
1370,3,taxwaste,2
1371,3,riotsolution,1
1372,3,govservices,4
1373,3,healthservices,1
1374,3,abortion,4
1375,3,gunrights,1
1376,3,taxwaste,2
1377,3,riotsolution,2
1378,3,govservices,4
1379,3,healthservices,1
1380,3,abortion,4
1381,3,gunrights,1
1382,3,taxwaste,2
1383,3,riotsolution,2
1384,3,govservices,4
1385,3,healthservices,1
1386,3,abortion,4
1387,3,gunrights,1
1388,3,taxwaste,2
1389,3,riotsolution,2
1390,3,govservices,4
1391,3,healthservices,1
1392,3,abortion,4
1393,3,gunrights,1
1394,3,taxwaste,2
1395,3,riotsolution,1
1396,3,govservices,4
1397,3,healthservices,1
1398,3,abortion,4
1399,3,gunrights,1
1400,3,taxwaste,1
1401,3,riotsolution,2
1402,3,govservices,4
1403,3,healthservices,1
1404,3,abortion,4
1405,3,gunrights,1
1406,3,taxwaste,2
1407,3,riotsolution,2
1408,3,govservices,4
1409,3,healthservices,1
1410,3,abortion,4
1411,3,gunrights,1
1412,3,taxwaste,2
1413,3,riotsolution,2
1414,3,govservices,4
1415,3,healthservices,1
1416,3,abortion,4
1417,3,gunrights,1
1418,3,taxwaste,1
1419,3,riotsolution,2
1420,3,govservices,4
1421,3,healthservices,1
1422,3,abortion,4
1423,3,gunrights,1
1424,3,taxwaste,2
1425,3,riotsolution,2
1426,3,govservices,4
1427,3,healthservices,1
1428,3,abortion,4
1429,3,gunrights,1
1430,3,taxwaste,2
1431,3,riotsolution,1
1432,3,govservices,4
1433,3,healthservices,1
1434,3,abortion,4
1435,3,gunrights,1
1436,3,taxwaste,1
1437,3,riotsolution,1
1438,3,govservices,4
1439,3,healthservices,1
1440,3,abortion,4
1441,3,gunrights,1
1442,3,taxwaste,2
1443,3,riotsolution,2
1444,3,govservices,4
1445,3,healthservices,1
1446,3,abortion,4
1447,3,gunrights,1
1448,3,taxwaste,2
1449,3,riotsolution,1
1450,3,govservices,4
1451,3,healthservices,1
1452,3,abortion,4
1453,3,gunrights,1
1454,3,taxwaste,2
1455,3,riotsolution,2
1456,3,govservices,4
1457,3,healthservices,1
1458,3,abortion,4
1459,3,gunrights,1
1460,3,taxwaste,2
1461,3,riotsolution,1
1462,3,govservices,4
1463,3,healthservices,1
1464,3,abortion,4
1465,3,gunrights,1
1466,3,taxwaste,2
1467,3,riotsolution,2
1468,3,govservices,4
1469,3,healthservices,1
1470,3,abortion,4
1471,3,gunrights,1
1472,3,taxwaste,2
1473,3,riotsolution,1
1474,3,govservices,4
1475,3,healthservices,1
1476,3,abortion,4
1477,3,gunrights,1
1478,3,taxwaste,2
1479,3,riotsolution,1
1480,3,govservices,4
1481,3,healthservices,1
1482,3,abortion,4
1483,3,gunrights,1
1484,3,taxwaste,2
1485,3,riotsolution,2
1486,3,govservices,4
1487,3,healthservices,1
1488,3,abortion,4
1489,3,gunrights,1
1490,3,taxwaste,2
1491,3,riotsolution,1
1492,3,govservices,4
1493,3,healthservices,1
1494,3,abortion,4
1495,3,gunrights,1
1496,3,taxwaste,1
1497,3,riotsolution,1
1498,3,govservices,4
1499,3,healthservices,1
1500,3,abortion,4
1501,3,gunrights,1
1502,3,taxwaste,1
1503,3,riotsolution,2
1504,3,govservices,4
1505,3,healthservices,1
1506,3,abortion,4
1507,3,gunrights,1
1508,3,taxwaste,2
1509,3,riotsolution,1
1510,3,govservices,4
1511,3,healthservices,1
1512,3,abortion,4
1513,3,gunrights,1
1514,3,taxwaste,2
1515,3,riotsolution,2
1516,3,govservices,4
1517,3,healthservices,1
1518,3,abortion,4
1519,3,gunrights,1
1520,3,taxwaste,2
1521,3,riotsolution,1
1522,3,govservices,4
1523,3,healthservices,1
1524,3,abortion,4
1525,3,gunrights,1
1526,3,taxwaste,2
1527,3,riotsolution,2
1528,3,govservices,4
1529,3,healthservices,1
1530,3,abortion,4
1531,3,gunrights,1
1532,3,taxwaste,2
1533,3,riotsolution,2
1534,3,govservices,4
1535,3,healthservices,1
1536,3,abortion,4
1537,3,gunrights,1
1538,3,taxwaste,2
1539,3,riotsolution,2
1540,3,govservices,4
1541,3,healthservices,1
1542,3,abortion,4
1543,3,gunrights,1
1544,3,taxwaste,2
1545,3,riotsolution,1
1546,3,govservices,4
1547,3,healthservices,1
1548,3,abortion,4
1549,3,gunrights,1
1550,3,taxwaste,1
1551,3,riotsolution,1
1552,3,govservices,4
1553,3,healthservices,1
1554,3,abortion,4
1555,3,gunrights,1
1556,3,taxwaste,2
1557,3,riotsolution,2
1558,3,govservices,4
1559,3,healthservices,1
1560,3,abortion,4
1561,3,gunrights,1
1562,3,taxwaste,2
1563,3,riotsolution,1
1564,3,govservices,4
1565,3,healthservices,1
1566,3,abortion,4
1567,3,gunrights,1
1568,3,taxwaste,2
1569,3,riotsolution,2
1570,3,govservices,4
1571,3,healthservices,1
1572,3,abortion,4
1573,3,gunrights,1
1574,3,taxwaste,1
1575,3,riotsolution,2
1576,3,govservices,4
1577,3,healthservices,1
1578,3,abortion,4
1579,3,gunrights,1
1580,3,taxwaste,1
1581,3,riotsolution,2
1582,3,govservices,4
1583,3,healthservices,1
1584,3,abortion,4
1585,3,gunrights,1
1586,3,taxwaste,1
1587,3,riotsolution,1
1588,3,govservices,4
1589,3,healthservices,1
1590,3,abortion,4
1591,3,gunrights,1
1592,3,taxwaste,2
1593,3,riotsolution,2
1594,3,govservices,4
1595,3,healthservices,1
1596,3,abortion,4
1597,3,gunrights,1
1598,3,taxwaste,1
1599,3,riotsolution,1
1600,3,govservices,4
1601,3,healthservices,1
1602,3,abortion,4
1603,3,gunrights,1
1604,3,taxwaste,2
1605,3,riotsolution,1
1606,3,govservices,4
1607,3,healthservices,1
1608,3,abortion,4
1609,3,gunrights,1
1610,3,taxwaste,2
1611,3,riotsolution,2
1612,3,govservices,4
1613,3,healthservices,1
1614,3,abortion,4
1615,3,gunrights,1
1616,3,taxwaste,2
1617,3,riotsolution,2
1618,3,govservices,4
1619,3,healthservices,1
1620,3,abortion,4
1621,3,gunrights,1
1622,3,taxwaste,2
1623,3,riotsolution,1
1624,3,govservices,4
1625,3,healthservices,1
1626,3,abortion,4
1627,3,gunrights,1
1628,3,taxwaste,1
1629,3,riotsolution,2
1630,3,govservices,4
1631,3,healthservices,1
1632,3,abortion,4
1633,3,gunrights,1
1634,3,taxwaste,2
1635,3,riotsolution,1
1636,3,govservices,4
1637,3,healthservices,1
1638,3,abortion,4
1639,3,gunrights,1
1640,3,taxwaste,2
1641,3,riotsolution,1
1642,3,govservices,4
1643,3,healthservices,1
1644,3,abortion,4
1645,3,gunrights,1
1646,3,taxwaste,2
1647,3,riotsolution,1
1648,3,govservices,4
1649,3,healthservices,1
1650,3,abortion,4
1651,3,gunrights,1
1652,3,taxwaste,2
1653,3,riotsolution,2
1654,3,govservices,4
1655,3,healthservices,1
1656,3,abortion,4
1657,3,gunrights,1
1658,3,taxwaste,1
1659,3,riotsolution,2
1660,3,govservices,4
1661,3,healthservices,1
1662,3,abortion,4
1663,3,gunrights,1
1664,3,taxwaste,1
1665,3,riotsolution,1
1666,3,govservices,4
1667,3,healthservices,1
1668,3,abortion,4
1669,3,gunrights,1
1670,3,taxwaste,2
1671,3,riotsolution,2
1672,3,govservices,4
1673,3,healthservices,1
1674,3,abortion,4
1675,3,gunrights,1
1676,3,taxwaste,1
1677,3,riotsolution,1
1678,3,govservices,4
1679,3,healthservices,1
1680,3,abortion,4
1681,3,gunrights,1
1682,3,taxwaste,2
1683,3,riotsolution,1
1684,3,govservices,4
1685,3,healthservices,1
1686,3,abortion,4
1687,3,gunrights,1
1688,3,taxwaste,2
1689,3,riotsolution,1
1690,3,govservices,4
1691,3,healthservices,1
1692,3,abortion,4
1693,3,gunrights,1
1694,3,taxwaste,2
1695,3,riotsolution,2
1696,3,govservices,4
1697,3,healthservices,1
1698,3,abortion,4
1699,3,gunrights,1
1700,3,taxwaste,1
1701,3,riotsolution,1
1702,3,govservices,4
1703,3,healthservices,1
1704,3,abortion,4
1705,3,gunrights,1
1706,3,taxwaste,2
1707,3,riotsolution,2
1708,3,govservices,4
1709,3,healthservices,1
1710,3,abortion,4
1711,3,gunrights,1
1712,3,taxwaste,1
1713,3,riotsolution,2
1714,3,govservices,4
1715,3,healthservices,1
1716,3,abortion,4
1717,3,gunrights,1
1718,3,taxwaste,2
1719,3,riotsolution,1
1720,3,govservices,4
1721,3,healthservices,1
1722,3,abortion,4
1723,3,gunrights,1
1724,3,taxwaste,2
1725,3,riotsolution,2
1726,3,govservices,4
1727,3,healthservices,1
1728,3,abortion,4
1729,3,gunrights,1
1730,3,taxwaste,2
1731,3,riotsolution,2
1732,3,govservices,4
1733,3,healthservices,1
1734,3,abortion,4
1735,3,gunrights,1
1736,3,taxwaste,2
1737,3,riotsolution,1
1738,3,govservices,4
1739,3,healthservices,1
1740,3,abortion,4
1741,3,gunrights,1
1742,3,taxwaste,2
1743,3,riotsolution,1
1744,3,govservices,4
1745,3,healthservices,1
1746,3,abortion,4
1747,3,gunrights,1
1748,3,taxwaste,2
1749,3,riotsolution,1
1750,3,govservices,4
1751,3,healthservices,1
1752,3,abortion,4
1753,3,gunrights,1
1754,3,taxwaste,2
1755,3,riotsolution,1
1756,3,govservices,4
1757,3,healthservices,1
1758,3,abortion,4
1759,3,gunrights,1
1760,3,taxwaste,2
1761,3,riotsolution,1
1762,3,govservices,4
1763,3,healthservices,1
1764,3,abortion,4
1765,3,gunrights,1
1766,3,taxwaste,1
1767,3,riotsolution,2
1768,3,govservices,4
1769,3,healthservices,1
1770,3,abortion,4
1771,3,gunrights,1
1772,3,taxwaste,2
1773,3,riotsolution,2
1774,3,govservices,4
1775,3,healthservices,1
1776,3,abortion,4
1777,3,gunrights,1
1778,3,taxwaste,2
1779,3,riotsolution,1
1780,3,govservices,4
1781,3,healthservices,1
1782,3,abortion,4
1783,3,gunrights,1
1784,3,taxwaste,1
1785,3,riotsolution,1
1786,3,govservices,4
1787,3,healthservices,1
1788,3,abortion,4
1789,3,gunrights,1
1790,3,taxwaste,1
1791,3,riotsolution,1
1792,3,govservices,4
1793,3,healthservices,1
1794,3,abortion,4
1795,3,gunrights,1
1796,3,taxwaste,2
1797,3,riotsolution,1
1798,3,govservices,4
1799,3,healthservices,1
