,leaning,question,response
2511,5,riotsolution,4
2512,5,govservices,1
2513,5,healthservices,1
2514,5,abortion,3
2515,5,gunrights,3
2516,5,taxwaste,2
2517,5,riotsolution,7
2518,5,govservices,1
2519,5,healthservices,1
2520,5,abortion,3
2521,5,gunrights,3
2522,5,taxwaste,1
2523,5,riotsolution,4
2524,5,govservices,1
2525,5,healthservices,1
2526,5,abortion,3
2527,5,gunrights,3
2528,5,taxwaste,2
2529,5,riotsolution,5
2530,5,govservices,1
2531,5,healthservices,1
2532,5,abortion,3
2533,5,gunrights,1
2534,5,taxwaste,2
2535,5,riotsolution,4
2536,5,govservices,1
2537,5,healthservices,1
2538,5,abortion,3
2539,5,gunrights,3
2540,5,taxwaste,2
2541,5,riotsolution,4
2542,5,govservices,1
2543,5,healthservices,1
2544,5,abortion,3
2545,5,gunrights,3
2546,5,taxwaste,1
2547,5,riotsolution,5
2548,5,govservices,1
2549,5,healthservices,1
2550,5,abortion,3
2551,5,gunrights,1
2552,5,taxwaste,2
2553,5,riotsolution,4
2554,5,govservices,1
2555,5,healthservices,1
2556,5,abortion,3
2557,5,gunrights,3
2558,5,taxwaste,2
2559,5,riotsolution,4
2560,5,govservices,1
2561,5,healthservices,1
2562,5,abortion,3
2563,5,gunrights,3
2564,5,taxwaste,1
2565,5,riotsolution,4
2566,5,govservices,1
2567,5,healthservices,1
2568,5,abortion,3
2569,5,gunrights,1
2570,5,taxwaste,1
2571,5,riotsolution,4
2572,5,govservices,1
2573,5,healthservices,1
2574,5,abortion,3
2575,5,gunrights,1
2576,5,taxwaste,2
2577,5,riotsolution,5
2578,5,govservices,1
2579,5,healthservices,1
2580,5,abortion,3
2581,5,gunrights,3
2582,5,taxwaste,2
2583,5,riotsolution,4
2584,5,govservices,1
2585,5,healthservices,1
2586,5,abortion,3
2587,5,gunrights,1
2588,5,taxwaste,2
2589,5,riotsolution,4
2590,5,govservices,1
2591,5,healthservices,1
2592,5,abortion,3
2593,5,gunrights,1
2594,5,taxwaste,2
2595,5,riotsolution,5
2596,5,govservices,1
2597,5,healthservices,1
2598,5,abortion,3
2599,5,gunrights,3
2600,5,taxwaste,2
2601,5,riotsolution,5
2602,5,govservices,1
2603,5,healthservices,1
2604,5,abortion,3
2605,5,gunrights,1
2606,5,taxwaste,1
2607,5,riotsolution,4
2608,5,govservices,1
2609,5,healthservices,1
2610,5,abortion,3
2611,5,gunrights,3
2612,5,taxwaste,2
2613,5,riotsolution,4
2614,5,govservices,1
2615,5,healthservices,1
2616,5,abortion,3
2617,5,gunrights,3
2618,5,taxwaste,2
2619,5,riotsolution,4
2620,5,govservices,1
2621,5,healthservices,1
2622,5,abortion,3
2623,5,gunrights,1
2624,5,taxwaste,2
2625,5,riotsolution,4
2626,5,govservices,1
2627,5,healthservices,1
2628,5,abortion,3
2629,5,gunrights,3
2630,5,taxwaste,2
2631,5,riotsolution,4
2632,5,govservices,1
2633,5,healthservices,1
2634,5,abortion,3
2635,5,gunrights,3
2636,5,taxwaste,2
2637,5,riotsolution,4
2638,5,govservices,1
2639,5,healthservices,1
2640,5,abortion,3
2641,5,gunrights,3
2642,5,taxwaste,2
2643,5,riotsolution,5
2644,5,govservices,1
2645,5,healthservices,1
2646,5,abortion,3
2647,5,gunrights,3
2648,5,taxwaste,2
2649,5,riotsolution,5
2650,5,govservices,1
2651,5,healthservices,1
2652,5,abortion,3
2653,5,gunrights,3
2654,5,taxwaste,2
2655,5,riotsolution,4
2656,5,govservices,1
2657,5,healthservices,1
2658,5,abortion,3
2659,5,gunrights,3
2660,5,taxwaste,2
2661,5,riotsolution,4
2662,5,govservices,1
2663,5,healthservices,1
2664,5,abortion,3
2665,5,gunrights,1
2666,5,taxwaste,2
2667,5,riotsolution,4
2668,5,govservices,1
2669,5,healthservices,1
2670,5,abortion,3
2671,5,gunrights,3
2672,5,taxwaste,2
2673,5,riotsolution,4
2674,5,govservices,1
2675,5,healthservices,1
2676,5,abortion,3
2677,5,gunrights,3
2678,5,taxwaste,2
2679,5,riotsolution,5
2680,5,govservices,1
2681,5,healthservices,1
2682,5,abortion,3
2683,5,gunrights,3
2684,5,taxwaste,2
2685,5,riotsolution,4
2686,5,govservices,1
2687,5,healthservices,1
2688,5,abortion,3
2689,5,gunrights,3
2690,5,taxwaste,2
2691,5,riotsolution,4
2692,5,govservices,1
2693,5,healthservices,1
2694,5,abortion,3
2695,5,gunrights,1
2696,5,taxwaste,2
2697,5,riotsolution,4
2698,5,govservices,1
2699,5,healthservices,1
2700,5,abortion,3
2701,5,gunrights,1
2702,5,taxwaste,2
2703,5,riotsolution,5
2704,5,govservices,1
2705,5,healthservices,1
2706,5,abortion,3
2707,5,gunrights,3
2708,5,taxwaste,2
2709,5,riotsolution,6
2710,5,govservices,1
2711,5,healthservices,1
2712,5,abortion,3
2713,5,gunrights,1
2714,5,taxwaste,2
2715,5,riotsolution,4
2716,5,govservices,1
2717,5,healthservices,1
2718,5,abortion,3
2719,5,gunrights,1
2720,5,taxwaste,2
2721,5,riotsolution,5
2722,5,govservices,1
2723,5,healthservices,1
2724,5,abortion,3
2725,5,gunrights,1
2726,5,taxwaste,2
2727,5,riotsolution,4
2728,5,govservices,1
2729,5,healthservices,1
2730,5,abortion,3
2731,5,gunrights,1
2732,5,taxwaste,1
2733,5,riotsolution,5
2734,5,govservices,1
2735,5,healthservices,1
2736,5,abortion,3
2737,5,gunrights,3
2738,5,taxwaste,2
2739,5,riotsolution,5
2740,5,govservices,1
2741,5,healthservices,1
2742,5,abortion,3
2743,5,gunrights,3
2744,5,taxwaste,2
2745,5,riotsolution,5
2746,5,govservices,1
2747,5,healthservices,1
2748,5,abortion,3
2749,5,gunrights,3
2750,5,taxwaste,2
2751,5,riotsolution,4
2752,5,govservices,1
2753,5,healthservices,1
2754,5,abortion,3
2755,5,gunrights,1
2756,5,taxwaste,1
2757,5,riotsolution,5
2758,5,govservices,1
2759,5,healthservices,1
2760,5,abortion,3
2761,5,gunrights,3
2762,5,taxwaste,2
2763,5,riotsolution,4
2764,5,govservices,1
2765,5,healthservices,1
2766,5,abortion,3
2767,5,gunrights,3
2768,5,taxwaste,2
2769,5,riotsolution,4
2770,5,govservices,1
2771,5,healthservices,1
2772,5,abortion,3
2773,5,gunrights,3
2774,5,taxwaste,2
2775,5,riotsolution,4
2776,5,govservices,1
2777,5,healthservices,1
2778,5,abortion,3
2779,5,gunrights,3
2780,5,taxwaste,2
2781,5,riotsolution,4
2782,5,govservices,1
2783,5,healthservices,1
2784,5,abortion,3
2785,5,gunrights,1
2786,5,taxwaste,2
2787,5,riotsolution,5
2788,5,govservices,1
2789,5,healthservices,1
2790,5,abortion,3
2791,5,gunrights,3
2792,5,taxwaste,2
2793,5,riotsolution,4
2794,5,govservices,1
2795,5,healthservices,1
2796,5,abortion,3
2797,5,gunrights,3
2798,5,taxwaste,2
2799,5,riotsolution,4
2800,5,govservices,1
2801,5,healthservices,1
2802,5,abortion,3
2803,5,gunrights,1
2804,5,taxwaste,2
2805,5,riotsolution,4
2806,5,govservices,1
2807,5,healthservices,1
2808,5,abortion,3
2809,5,gunrights,1
2810,5,taxwaste,2
2811,5,riotsolution,6
2812,5,govservices,1
2813,5,healthservices,1
2814,5,abortion,3
2815,5,gunrights,3
2816,5,taxwaste,2
2817,5,riotsolution,5
2818,5,govservices,1
2819,5,healthservices,1
2820,5,abortion,3
2821,5,gunrights,3
2822,5,taxwaste,2
2823,5,riotsolution,4
2824,5,govservices,1
2825,5,healthservices,1
2826,5,abortion,3
2827,5,gunrights,3
2828,5,taxwaste,1
2829,5,riotsolution,5
2830,5,govservices,1
2831,5,healthservices,1
2832,5,abortion,3
2833,5,gunrights,3
2834,5,taxwaste,2
2835,5,riotsolution,4
2836,5,govservices,1
2837,5,healthservices,1
2838,5,abortion,3
2839,5,gunrights,3
2840,5,taxwaste,2
2841,5,riotsolution,4
2842,5,govservices,1
2843,5,healthservices,1
2844,5,abortion,3
2845,5,gunrights,3
2846,5,taxwaste,2
2847,5,riotsolution,4
2848,5,govservices,1
2849,5,healthservices,1
2850,5,abortion,3
2851,5,gunrights,3
2852,5,taxwaste,2
2853,5,riotsolution,5
2854,5,govservices,1
2855,5,healthservices,1
2856,5,abortion,3
2857,5,gunrights,1
2858,5,taxwaste,2
2859,5,riotsolution,6
2860,5,govservices,1
2861,5,healthservices,1
2862,5,abortion,3
2863,5,gunrights,3
2864,5,taxwaste,1
2865,5,riotsolution,7
2866,5,govservices,1
2867,5,healthservices,1
2868,5,abortion,3
2869,5,gunrights,3
2870,5,taxwaste,2
2871,5,riotsolution,4
2872,5,govservices,1
2873,5,healthservices,1
2874,5,abortion,3
2875,5,gunrights,3
2876,5,taxwaste,1
2877,5,riotsolution,6
2878,5,govservices,1
2879,5,healthservices,1
2880,5,abortion,3
2881,5,gunrights,1
2882,5,taxwaste,2
2883,5,riotsolution,5
2884,5,govservices,1
2885,5,healthservices,1
2886,5,abortion,3
2887,5,gunrights,3
2888,5,taxwaste,2
2889,5,riotsolution,4
2890,5,govservices,1
2891,5,healthservices,1
2892,5,abortion,3
2893,5,gunrights,3
2894,5,taxwaste,1
2895,5,riotsolution,4
2896,5,govservices,1
2897,5,healthservices,1
2898,5,abortion,3
2899,5,gunrights,3
2900,5,taxwaste,2
2901,5,riotsolution,4
2902,5,govservices,1
2903,5,healthservices,1
2904,5,abortion,3
2905,5,gunrights,3
2906,5,taxwaste,1
2907,5,riotsolution,5
2908,5,govservices,1
2909,5,healthservices,1
2910,5,abortion,3
2911,5,gunrights,3
2912,5,taxwaste,2
2913,5,riotsolution,4
2914,5,govservices,1
2915,5,healthservices,1
2916,5,abortion,3
2917,5,gunrights,3
2918,5,taxwaste,1
2919,5,riotsolution,4
2920,5,govservices,1
2921,5,healthservices,1
2922,5,abortion,3
2923,5,gunrights,3
2924,5,taxwaste,2
2925,5,riotsolution,4
2926,5,govservices,1
2927,5,healthservices,1
2928,5,abortion,3
2929,5,gunrights,3
2930,5,taxwaste,2
2931,5,riotsolution,4
2932,5,govservices,1
2933,5,healthservices,1
2934,5,abortion,3
2935,5,gunrights,1
2936,5,taxwaste,2
2937,5,riotsolution,4
2938,5,govservices,1
2939,5,healthservices,1
2940,5,abortion,3
2941,5,gunrights,3
2942,5,taxwaste,2
2943,5,riotsolution,4
2944,5,govservices,1
2945,5,healthservices,1
2946,5,abortion,3
2947,5,gunrights,3
2948,5,taxwaste,2
2949,5,riotsolution,5
2950,5,govservices,1
2951,5,healthservices,1
2952,5,abortion,3
2953,5,gunrights,3
2954,5,taxwaste,2
2955,5,riotsolution,6
2956,5,govservices,1
2957,5,healthservices,1
2958,5,abortion,3
2959,5,gunrights,3
2960,5,taxwaste,2
2961,5,riotsolution,5
2962,5,govservices,1
2963,5,healthservices,1
2964,5,abortion,3
2965,5,gunrights,1
2966,5,taxwaste,2
2967,5,riotsolution,6
2968,5,govservices,1
2969,5,healthservices,1
2970,5,abortion,3
2971,5,gunrights,3
2972,5,taxwaste,2
2973,5,riotsolution,4
2974,5,govservices,1
2975,5,healthservices,1
2976,5,abortion,3
2977,5,gunrights,3
2978,5,taxwaste,2
2979,5,riotsolution,4
2980,5,govservices,1
2981,5,healthservices,1
2982,5,abortion,3
2983,5,gunrights,3
2984,5,taxwaste,2
2985,5,riotsolution,5
2986,5,govservices,1
2987,5,healthservices,1
2988,5,abortion,3
2989,5,gunrights,1
2990,5,taxwaste,2
2991,5,riotsolution,4
2992,5,govservices,1
2993,5,healthservices,1
2994,5,abortion,3
2995,5,gunrights,3
2996,5,taxwaste,1
2997,5,riotsolution,4
2998,5,govservices,1
2999,5,healthservices,1
