,leaning,question,response
3988,7,govservices,1
3989,7,healthservices,1
3990,7,abortion,1
3991,7,gunrights,1
3992,7,taxwaste,1
3993,7,riotsolution,7
3994,7,govservices,1
3995,7,healthservices,1
3996,7,abortion,1
3997,7,gunrights,3
3998,7,taxwaste,1
3999,7,riotsolution,7
4000,7,govservices,1
4001,7,healthservices,1
4002,7,abortion,1
4003,7,gunrights,3
4004,7,taxwaste,1
4005,7,riotsolution,7
4006,7,govservices,1
4007,7,healthservices,1
4008,7,abortion,1
4009,7,gunrights,2
4010,7,taxwaste,1
4011,7,riotsolution,7
4012,7,govservices,1
4013,7,healthservices,1
4014,7,abortion,1
4015,7,gunrights,1
4016,7,taxwaste,1
4017,7,riotsolution,7
4018,7,govservices,1
4019,7,healthservices,1
4020,7,abortion,1
4021,7,gunrights,3
4022,7,taxwaste,1
4023,7,riotsolution,7
4024,7,govservices,1
4025,7,healthservices,1
4026,7,abortion,1
4027,7,gunrights,3
4028,7,taxwaste,1
4029,7,riotsolution,7
4030,7,govservices,1
4031,7,healthservices,1
4032,7,abortion,1
4033,7,gunrights,1
4034,7,taxwaste,1
4035,7,riotsolution,7
4036,7,govservices,1
4037,7,healthservices,1
4038,7,abortion,1
4039,7,gunrights,3
4040,7,taxwaste,1
4041,7,riotsolution,7
4042,7,govservices,1
4043,7,healthservices,1
4044,7,abortion,1
4045,7,gunrights,1
4046,7,taxwaste,1
4047,7,riotsolution,7
4048,7,govservices,1
4049,7,healthservices,1
4050,7,abortion,1
4051,7,gunrights,3
4052,7,taxwaste,1
4053,7,riotsolution,7
4054,7,govservices,1
4055,7,healthservices,1
4056,7,abortion,1
4057,7,gunrights,1
4058,7,taxwaste,1
4059,7,riotsolution,7
4060,7,govservices,1
4061,7,healthservices,1
4062,7,abortion,1
4063,7,gunrights,1
4064,7,taxwaste,1
4065,7,riotsolution,7
4066,7,govservices,1
4067,7,healthservices,1
4068,7,abortion,1
4069,7,gunrights,1
4070,7,taxwaste,1
4071,7,riotsolution,7
4072,7,govservices,1
4073,7,healthservices,1
4074,7,abortion,1
4075,7,gunrights,1
4076,7,taxwaste,1
4077,7,riotsolution,7
4078,7,govservices,1
4079,7,healthservices,1
4080,7,abortion,1
4081,7,gunrights,3
4082,7,taxwaste,1
4083,7,riotsolution,7
4084,7,govservices,1
4085,7,healthservices,1
4086,7,abortion,1
4087,7,gunrights,3
4088,7,taxwaste,1
4089,7,riotsolution,7
4090,7,govservices,1
4091,7,healthservices,1
4092,7,abortion,1
4093,7,gunrights,3
4094,7,taxwaste,1
4095,7,riotsolution,7
4096,7,govservices,1
4097,7,healthservices,1
4098,7,abortion,1
4099,7,gunrights,1
4100,7,taxwaste,1
4101,7,riotsolution,7
4102,7,govservices,1
4103,7,healthservices,1
4104,7,abortion,1
4105,7,gunrights,3
4106,7,taxwaste,1
4107,7,riotsolution,7
4108,7,govservices,1
4109,7,healthservices,1
4110,7,abortion,1
4111,7,gunrights,3
4112,7,taxwaste,1
4113,7,riotsolution,7
4114,7,govservices,1
4115,7,healthservices,1
4116,7,abortion,1
4117,7,gunrights,1
4118,7,taxwaste,1
4119,7,riotsolution,7
4120,7,govservices,1
4121,7,healthservices,1
4122,7,abortion,1
4123,7,gunrights,3
4124,7,taxwaste,1
4125,7,riotsolution,7
4126,7,govservices,1
4127,7,healthservices,1
4128,7,abortion,1
4129,7,gunrights,3
4130,7,taxwaste,1
4131,7,riotsolution,7
4132,7,govservices,1
4133,7,healthservices,1
4134,7,abortion,1
4135,7,gunrights,3
4136,7,taxwaste,1
4137,7,riotsolution,7
4138,7,govservices,1
4139,7,healthservices,1
4140,7,abortion,1
4141,7,gunrights,3
4142,7,taxwaste,1
4143,7,riotsolution,7
4144,7,govservices,1
4145,7,healthservices,1
4146,7,abortion,1
4147,7,gunrights,1
4148,7,taxwaste,1
4149,7,riotsolution,7
4150,7,govservices,1
4151,7,healthservices,1
4152,7,abortion,1
4153,7,gunrights,3
4154,7,taxwaste,1
4155,7,riotsolution,7
4156,7,govservices,1
4157,7,healthservices,1
4158,7,abortion,1
4159,7,gunrights,3
4160,7,taxwaste,1
4161,7,riotsolution,7
4162,7,govservices,1
4163,7,healthservices,1
4164,7,abortion,1
4165,7,gunrights,3
4166,7,taxwaste,1
4167,7,riotsolution,7
4168,7,govservices,1
4169,7,healthservices,1
4170,7,abortion,1
4171,7,gunrights,1
4172,7,taxwaste,1
4173,7,riotsolution,7
4174,7,govservices,1
4175,7,healthservices,1
4176,7,abortion,1
4177,7,gunrights,3
4178,7,taxwaste,1
4179,7,riotsolution,7
4180,7,govservices,1
4181,7,healthservices,1
4182,7,abortion,1
4183,7,gunrights,3
4184,7,taxwaste,1
4185,7,riotsolution,7
4186,7,govservices,1
4187,7,healthservices,1
4188,7,abortion,1
4189,7,gunrights,1
4190,7,taxwaste,1
4191,7,riotsolution,7
4192,7,govservices,1
4193,7,healthservices,1
4194,7,abortion,1
4195,7,gunrights,3
4196,7,taxwaste,1
4197,7,riotsolution,7
4198,7,govservices,1
4199,7,healthservices,1
