,leaning,question,response
3218,6,taxwaste,2
3219,6,riotsolution,6
3220,6,govservices,1
3221,6,healthservices,1
3222,6,abortion,4
3223,6,gunrights,3
3224,6,taxwaste,2
3225,6,riotsolution,4
3226,6,govservices,1
3227,6,healthservices,1
3228,6,abortion,4
3229,6,gunrights,3
3230,6,taxwaste,2
3231,6,riotsolution,5
3232,6,govservices,1
3233,6,healthservices,1
3234,6,abortion,4
3235,6,gunrights,3
3236,6,taxwaste,2
3237,6,riotsolution,5
3238,6,govservices,1
3239,6,healthservices,1
3240,6,abortion,3
3241,6,gunrights,3
3242,6,taxwaste,2
3243,6,riotsolution,5
3244,6,govservices,1
3245,6,healthservices,1
3246,6,abortion,4
3247,6,gunrights,3
3248,6,taxwaste,2
3249,6,riotsolution,5
3250,6,govservices,1
3251,6,healthservices,1
3252,6,abortion,4
3253,6,gunrights,3
3254,6,taxwaste,2
3255,6,riotsolution,5
3256,6,govservices,1
3257,6,healthservices,1
3258,6,abortion,4
3259,6,gunrights,3
3260,6,taxwaste,2
3261,6,riotsolution,5
3262,6,govservices,1
3263,6,healthservices,1
3264,6,abortion,4
3265,6,gunrights,3
3266,6,taxwaste,2
3267,6,riotsolution,6
3268,6,govservices,1
3269,6,healthservices,1
3270,6,abortion,4
3271,6,gunrights,3
3272,6,taxwaste,2
3273,6,riotsolution,5
3274,6,govservices,1
3275,6,healthservices,1
3276,6,abortion,4
3277,6,gunrights,3
3278,6,taxwaste,2
3279,6,riotsolution,5
3280,6,govservices,1
3281,6,healthservices,1
3282,6,abortion,3
3283,6,gunrights,3
3284,6,taxwaste,2
3285,6,riotsolution,5
3286,6,govservices,1
3287,6,healthservices,1
3288,6,abortion,3
3289,6,gunrights,3
3290,6,taxwaste,2
3291,6,riotsolution,5
3292,6,govservices,1
3293,6,healthservices,1
3294,6,abortion,3
3295,6,gunrights,3
3296,6,taxwaste,2
3297,6,riotsolution,6
3298,6,govservices,1
3299,6,healthservices,1
3300,6,abortion,4
3301,6,gunrights,3
3302,6,taxwaste,2
3303,6,riotsolution,6
3304,6,govservices,1
3305,6,healthservices,1
3306,6,abortion,3
3307,6,gunrights,3
3308,6,taxwaste,2
3309,6,riotsolution,5
3310,6,govservices,1
3311,6,healthservices,1
3312,6,abortion,4
3313,6,gunrights,3
3314,6,taxwaste,2
3315,6,riotsolution,6
3316,6,govservices,1
3317,6,healthservices,1
3318,6,abortion,3
3319,6,gunrights,3
3320,6,taxwaste,2
3321,6,riotsolution,5
3322,6,govservices,1
3323,6,healthservices,1
3324,6,abortion,4
3325,6,gunrights,3
3326,6,taxwaste,2
3327,6,riotsolution,6
3328,6,govservices,1
3329,6,healthservices,1
3330,6,abortion,3
3331,6,gunrights,3
3332,6,taxwaste,2
3333,6,riotsolution,5
3334,6,govservices,1
3335,6,healthservices,1
3336,6,abortion,4
3337,6,gunrights,3
3338,6,taxwaste,2
3339,6,riotsolution,6
3340,6,govservices,1
3341,6,healthservices,1
3342,6,abortion,3
3343,6,gunrights,3
3344,6,taxwaste,2
3345,6,riotsolution,5
3346,6,govservices,1
3347,6,healthservices,1
3348,6,abortion,4
3349,6,gunrights,3
3350,6,taxwaste,2
3351,6,riotsolution,5
3352,6,govservices,1
3353,6,healthservices,1
3354,6,abortion,4
3355,6,gunrights,3
3356,6,taxwaste,2
3357,6,riotsolution,5
3358,6,govservices,1
3359,6,healthservices,1
3360,6,abortion,3
3361,6,gunrights,3
3362,6,taxwaste,2
3363,6,riotsolution,5
3364,6,govservices,1
3365,6,healthservices,1
3366,6,abortion,3
3367,6,gunrights,3
3368,6,taxwaste,2
3369,6,riotsolution,5
3370,6,govservices,1
3371,6,healthservices,1
3372,6,abortion,4
3373,6,gunrights,3
3374,6,taxwaste,2
3375,6,riotsolution,5
3376,6,govservices,1
3377,6,healthservices,1
3378,6,abortion,4
3379,6,gunrights,3
3380,6,taxwaste,2
3381,6,riotsolution,5
3382,6,govservices,1
3383,6,healthservices,1
3384,6,abortion,4
3385,6,gunrights,3
3386,6,taxwaste,2
3387,6,riotsolution,6
3388,6,govservices,1
3389,6,healthservices,1
3390,6,abortion,4
3391,6,gunrights,3
3392,6,taxwaste,2
3393,6,riotsolution,5
3394,6,govservices,1
3395,6,healthservices,1
3396,6,abortion,4
3397,6,gunrights,3
3398,6,taxwaste,2
3399,6,riotsolution,4
3400,6,govservices,1
3401,6,healthservices,1
3402,6,abortion,4
3403,6,gunrights,3
3404,6,taxwaste,2
3405,6,riotsolution,4
3406,6,govservices,1
3407,6,healthservices,1
3408,6,abortion,4
3409,6,gunrights,3
3410,6,taxwaste,2
3411,6,riotsolution,6
3412,6,govservices,1
3413,6,healthservices,1
3414,6,abortion,3
3415,6,gunrights,3
3416,6,taxwaste,2
3417,6,riotsolution,6
3418,6,govservices,1
3419,6,healthservices,1
3420,6,abortion,3
3421,6,gunrights,3
3422,6,taxwaste,2
3423,6,riotsolution,5
3424,6,govservices,1
3425,6,healthservices,1
3426,6,abortion,4
3427,6,gunrights,3
3428,6,taxwaste,2
3429,6,riotsolution,5
3430,6,govservices,1
3431,6,healthservices,1
3432,6,abortion,4
3433,6,gunrights,3
3434,6,taxwaste,2
3435,6,riotsolution,5
3436,6,govservices,1
3437,6,healthservices,1
3438,6,abortion,3
3439,6,gunrights,3
3440,6,taxwaste,2
3441,6,riotsolution,6
3442,6,govservices,1
3443,6,healthservices,1
3444,6,abortion,4
3445,6,gunrights,3
3446,6,taxwaste,2
3447,6,riotsolution,5
3448,6,govservices,1
3449,6,healthservices,1
3450,6,abortion,3
3451,6,gunrights,3
3452,6,taxwaste,2
3453,6,riotsolution,5
3454,6,govservices,1
3455,6,healthservices,1
3456,6,abortion,4
3457,6,gunrights,3
3458,6,taxwaste,2
3459,6,riotsolution,5
3460,6,govservices,1
3461,6,healthservices,1
3462,6,abortion,3
3463,6,gunrights,3
3464,6,taxwaste,2
3465,6,riotsolution,5
3466,6,govservices,1
3467,6,healthservices,1
3468,6,abortion,3
3469,6,gunrights,3
3470,6,taxwaste,2
3471,6,riotsolution,6
3472,6,govservices,1
3473,6,healthservices,1
3474,6,abortion,4
3475,6,gunrights,3
3476,6,taxwaste,2
3477,6,riotsolution,6
3478,6,govservices,1
3479,6,healthservices,1
3480,6,abortion,4
3481,6,gunrights,3
3482,6,taxwaste,2
3483,6,riotsolution,5
3484,6,govservices,1
3485,6,healthservices,1
3486,6,abortion,3
3487,6,gunrights,3
3488,6,taxwaste,2
3489,6,riotsolution,6
3490,6,govservices,1
3491,6,healthservices,1
3492,6,abortion,4
3493,6,gunrights,3
3494,6,taxwaste,2
3495,6,riotsolution,6
3496,6,govservices,1
3497,6,healthservices,1
3498,6,abortion,4
3499,6,gunrights,3
3500,6,taxwaste,2
3501,6,riotsolution,5
3502,6,govservices,1
3503,6,healthservices,1
3504,6,abortion,4
3505,6,gunrights,3
3506,6,taxwaste,2
3507,6,riotsolution,6
3508,6,govservices,1
3509,6,healthservices,1
3510,6,abortion,3
3511,6,gunrights,3
3512,6,taxwaste,2
3513,6,riotsolution,5
3514,6,govservices,1
3515,6,healthservices,1
3516,6,abortion,3
3517,6,gunrights,3
3518,6,taxwaste,2
3519,6,riotsolution,6
3520,6,govservices,1
3521,6,healthservices,1
3522,6,abortion,3
3523,6,gunrights,3
3524,6,taxwaste,2
3525,6,riotsolution,6
3526,6,govservices,1
3527,6,healthservices,1
3528,6,abortion,4
3529,6,gunrights,3
3530,6,taxwaste,2
3531,6,riotsolution,6
3532,6,govservices,1
3533,6,healthservices,1
3534,6,abortion,3
3535,6,gunrights,3
3536,6,taxwaste,2
3537,6,riotsolution,6
3538,6,govservices,1
3539,6,healthservices,1
3540,6,abortion,4
3541,6,gunrights,3
3542,6,taxwaste,2
3543,6,riotsolution,6
3544,6,govservices,1
3545,6,healthservices,1
3546,6,abortion,4
3547,6,gunrights,3
3548,6,taxwaste,2
3549,6,riotsolution,5
3550,6,govservices,1
3551,6,healthservices,1
3552,6,abortion,4
3553,6,gunrights,3
3554,6,taxwaste,2
3555,6,riotsolution,5
3556,6,govservices,1
3557,6,healthservices,1
3558,6,abortion,4
3559,6,gunrights,3
3560,6,taxwaste,2
3561,6,riotsolution,6
3562,6,govservices,1
3563,6,healthservices,1
3564,6,abortion,4
3565,6,gunrights,3
3566,6,taxwaste,2
3567,6,riotsolution,5
3568,6,govservices,1
3569,6,healthservices,1
3570,6,abortion,4
3571,6,gunrights,3
3572,6,taxwaste,2
3573,6,riotsolution,5
3574,6,govservices,1
3575,6,healthservices,1
3576,6,abortion,4
3577,6,gunrights,3
3578,6,taxwaste,2
3579,6,riotsolution,5
3580,6,govservices,1
3581,6,healthservices,1
3582,6,abortion,4
3583,6,gunrights,3
3584,6,taxwaste,2
3585,6,riotsolution,6
3586,6,govservices,1
3587,6,healthservices,1
3588,6,abortion,3
3589,6,gunrights,3
3590,6,taxwaste,2
3591,6,riotsolution,6
3592,6,govservices,1
3593,6,healthservices,1
3594,6,abortion,3
3595,6,gunrights,3
3596,6,taxwaste,2
3597,6,riotsolution,6
3598,6,govservices,1
3599,6,healthservices,1
