,leaning,question,response
108,1,abortion,4
109,1,gunrights,1
110,1,taxwaste,1
111,1,riotsolution,1
112,1,govservices,7
113,1,healthservices,1
114,1,abortion,4
115,1,gunrights,1
116,1,taxwaste,1
117,1,riotsolution,1
118,1,govservices,7
119,1,healthservices,1
120,1,abortion,4
121,1,gunrights,1
122,1,taxwaste,1
123,1,riotsolution,1
124,1,govservices,7
125,1,healthservices,1
126,1,abortion,4
127,1,gunrights,1
128,1,taxwaste,1
129,1,riotsolution,1
130,1,govservices,7
131,1,healthservices,1
132,1,abortion,4
133,1,gunrights,1
134,1,taxwaste,1
135,1,riotsolution,1
136,1,govservices,7
137,1,healthservices,1
138,1,abortion,4
139,1,gunrights,1
140,1,taxwaste,1
141,1,riotsolution,1
142,1,govservices,7
143,1,healthservices,1
144,1,abortion,4
145,1,gunrights,1
146,1,taxwaste,1
147,1,riotsolution,1
148,1,govservices,7
149,1,healthservices,1
150,1,abortion,4
151,1,gunrights,1
152,1,taxwaste,1
153,1,riotsolution,1
154,1,govservices,7
155,1,healthservices,1
156,1,abortion,4
157,1,gunrights,1
158,1,taxwaste,1
159,1,riotsolution,1
160,1,govservices,7
161,1,healthservices,1
162,1,abortion,4
163,1,gunrights,1
164,1,taxwaste,1
165,1,riotsolution,1
166,1,govservices,7
167,1,healthservices,1
168,1,abortion,4
169,1,gunrights,1
170,1,taxwaste,1
171,1,riotsolution,1
172,1,govservices,7
173,1,healthservices,1
174,1,abortion,4
175,1,gunrights,1
176,1,taxwaste,1
177,1,riotsolution,1
178,1,govservices,7
179,1,healthservices,1
180,1,abortion,4
181,1,gunrights,1
182,1,taxwaste,1
183,1,riotsolution,1
184,1,govservices,7
185,1,healthservices,1
186,1,abortion,4
187,1,gunrights,1
188,1,taxwaste,1
189,1,riotsolution,1
190,1,govservices,7
191,1,healthservices,1
192,1,abortion,4
193,1,gunrights,1
194,1,taxwaste,1
195,1,riotsolution,1
196,1,govservices,7
197,1,healthservices,1
198,1,abortion,4
199,1,gunrights,1
200,1,taxwaste,1
201,1,riotsolution,1
202,1,govservices,7
203,1,healthservices,1
204,1,abortion,4
205,1,gunrights,1
206,1,taxwaste,1
207,1,riotsolution,1
208,1,govservices,7
209,1,healthservices,1
210,1,abortion,4
211,1,gunrights,1
212,1,taxwaste,1
213,1,riotsolution,1
214,1,govservices,7
215,1,healthservices,1
216,1,abortion,4
217,1,gunrights,1
218,1,taxwaste,1
219,1,riotsolution,1
220,1,govservices,7
221,1,healthservices,1
222,1,abortion,4
223,1,gunrights,1
224,1,taxwaste,1
225,1,riotsolution,1
226,1,govservices,7
227,1,healthservices,1
228,1,abortion,4
229,1,gunrights,1
230,1,taxwaste,1
231,1,riotsolution,1
232,1,govservices,7
233,1,healthservices,1
234,1,abortion,4
235,1,gunrights,1
236,1,taxwaste,1
237,1,riotsolution,1
238,1,govservices,7
239,1,healthservices,1
240,1,abortion,4
241,1,gunrights,1
242,1,taxwaste,1
243,1,riotsolution,1
244,1,govservices,7
245,1,healthservices,1
246,1,abortion,4
247,1,gunrights,1
248,1,taxwaste,1
249,1,riotsolution,1
250,1,govservices,7
251,1,healthservices,1
252,1,abortion,4
253,1,gunrights,1
254,1,taxwaste,1
255,1,riotsolution,1
256,1,govservices,7
257,1,healthservices,1
258,1,abortion,4
259,1,gunrights,1
260,1,taxwaste,1
261,1,riotsolution,1
262,1,govservices,7
263,1,healthservices,1
264,1,abortion,4
265,1,gunrights,1
266,1,taxwaste,1
267,1,riotsolution,1
268,1,govservices,7
269,1,healthservices,1
270,1,abortion,4
271,1,gunrights,1
272,1,taxwaste,1
273,1,riotsolution,1
274,1,govservices,7
275,1,healthservices,1
276,1,abortion,4
277,1,gunrights,1
278,1,taxwaste,1
279,1,riotsolution,1
280,1,govservices,7
281,1,healthservices,1
282,1,abortion,4
283,1,gunrights,1
284,1,taxwaste,1
285,1,riotsolution,1
286,1,govservices,7
287,1,healthservices,1
288,1,abortion,4
289,1,gunrights,1
290,1,taxwaste,1
291,1,riotsolution,1
292,1,govservices,7
293,1,healthservices,1
294,1,abortion,4
295,1,gunrights,1
296,1,taxwaste,1
297,1,riotsolution,1
298,1,govservices,7
299,1,healthservices,1
300,1,abortion,4
301,1,gunrights,1
302,1,taxwaste,1
303,1,riotsolution,1
304,1,govservices,7
305,1,healthservices,1
306,1,abortion,4
307,1,gunrights,1
308,1,taxwaste,1
309,1,riotsolution,1
310,1,govservices,7
311,1,healthservices,1
312,1,abortion,4
313,1,gunrights,1
314,1,taxwaste,1
315,1,riotsolution,1
316,1,govservices,7
317,1,healthservices,1
318,1,abortion,4
319,1,gunrights,1
320,1,taxwaste,1
321,1,riotsolution,1
322,1,govservices,7
323,1,healthservices,1
324,1,abortion,4
325,1,gunrights,1
326,1,taxwaste,1
327,1,riotsolution,1
328,1,govservices,7
329,1,healthservices,1
330,1,abortion,4
331,1,gunrights,1
332,1,taxwaste,1
333,1,riotsolution,1
334,1,govservices,7
335,1,healthservices,1
336,1,abortion,4
337,1,gunrights,1
338,1,taxwaste,1
339,1,riotsolution,1
340,1,govservices,7
341,1,healthservices,1
342,1,abortion,4
343,1,gunrights,1
344,1,taxwaste,1
345,1,riotsolution,1
346,1,govservices,7
347,1,healthservices,1
348,1,abortion,4
349,1,gunrights,1
350,1,taxwaste,1
351,1,riotsolution,1
352,1,govservices,7
353,1,healthservices,1
354,1,abortion,4
355,1,gunrights,1
356,1,taxwaste,1
357,1,riotsolution,1
358,1,govservices,7
359,1,healthservices,1
360,1,abortion,4
361,1,gunrights,1
362,1,taxwaste,1
363,1,riotsolution,1
364,1,govservices,7
365,1,healthservices,1
366,1,abortion,4
367,1,gunrights,1
368,1,taxwaste,1
369,1,riotsolution,1
370,1,govservices,7
371,1,healthservices,1
372,1,abortion,4
373,1,gunrights,1
374,1,taxwaste,1
375,1,riotsolution,1
376,1,govservices,7
377,1,healthservices,1
378,1,abortion,4
379,1,gunrights,1
380,1,taxwaste,1
381,1,riotsolution,1
382,1,govservices,7
383,1,healthservices,1
384,1,abortion,4
385,1,gunrights,1
386,1,taxwaste,1
387,1,riotsolution,1
388,1,govservices,7
389,1,healthservices,1
390,1,abortion,4
391,1,gunrights,1
392,1,taxwaste,1
393,1,riotsolution,1
394,1,govservices,7
395,1,healthservices,1
396,1,abortion,4
397,1,gunrights,1
398,1,taxwaste,1
399,1,riotsolution,1
400,1,govservices,7
401,1,healthservices,1
402,1,abortion,4
403,1,gunrights,1
404,1,taxwaste,1
405,1,riotsolution,1
406,1,govservices,7
407,1,healthservices,1
408,1,abortion,4
409,1,gunrights,1
410,1,taxwaste,1
411,1,riotsolution,1
412,1,govservices,7
413,1,healthservices,1
414,1,abortion,4
415,1,gunrights,1
416,1,taxwaste,1
417,1,riotsolution,1
418,1,govservices,7
419,1,healthservices,1
420,1,abortion,4
421,1,gunrights,1
422,1,taxwaste,1
423,1,riotsolution,1
424,1,govservices,7
425,1,healthservices,1
426,1,abortion,4
427,1,gunrights,1
428,1,taxwaste,1
429,1,riotsolution,1
430,1,govservices,7
431,1,healthservices,1
432,1,abortion,4
433,1,gunrights,1
434,1,taxwaste,1
435,1,riotsolution,1
436,1,govservices,7
437,1,healthservices,1
438,1,abortion,4
439,1,gunrights,1
440,1,taxwaste,1
441,1,riotsolution,1
442,1,govservices,7
443,1,healthservices,1
444,1,abortion,4
445,1,gunrights,1
446,1,taxwaste,1
447,1,riotsolution,1
448,1,govservices,7
449,1,healthservices,1
450,1,abortion,4
451,1,gunrights,1
452,1,taxwaste,1
453,1,riotsolution,1
454,1,govservices,7
455,1,healthservices,1
456,1,abortion,4
457,1,gunrights,1
458,1,taxwaste,1
459,1,riotsolution,1
460,1,govservices,7
461,1,healthservices,1
462,1,abortion,4
463,1,gunrights,1
464,1,taxwaste,1
465,1,riotsolution,1
466,1,govservices,7
467,1,healthservices,1
468,1,abortion,4
469,1,gunrights,1
470,1,taxwaste,1
471,1,riotsolution,1
472,1,govservices,7
473,1,healthservices,1
474,1,abortion,4
475,1,gunrights,1
476,1,taxwaste,1
477,1,riotsolution,1
478,1,govservices,7
479,1,healthservices,1
480,1,abortion,4
481,1,gunrights,1
482,1,taxwaste,1
483,1,riotsolution,1
484,1,govservices,7
485,1,healthservices,1
486,1,abortion,4
487,1,gunrights,1
488,1,taxwaste,1
489,1,riotsolution,1
490,1,govservices,7
491,1,healthservices,1
492,1,abortion,4
493,1,gunrights,1
494,1,taxwaste,1
495,1,riotsolution,1
496,1,govservices,7
497,1,healthservices,1
498,1,abortion,4
499,1,gunrights,1
500,1,taxwaste,1
501,1,riotsolution,1
502,1,govservices,7
503,1,healthservices,1
504,1,abortion,4
505,1,gunrights,1
506,1,taxwaste,1
507,1,riotsolution,1
508,1,govservices,7
509,1,healthservices,1
510,1,abortion,4
511,1,gunrights,1
512,1,taxwaste,1
513,1,riotsolution,1
514,1,govservices,7
515,1,healthservices,1
516,1,abortion,4
517,1,gunrights,1
518,1,taxwaste,1
519,1,riotsolution,1
520,1,govservices,7
521,1,healthservices,1
522,1,abortion,4
523,1,gunrights,1
524,1,taxwaste,1
525,1,riotsolution,1
526,1,govservices,7
527,1,healthservices,1
528,1,abortion,4
529,1,gunrights,1
530,1,taxwaste,1
531,1,riotsolution,1
532,1,govservices,7
533,1,healthservices,1
534,1,abortion,4
535,1,gunrights,1
536,1,taxwaste,1
537,1,riotsolution,1
538,1,govservices,7
539,1,healthservices,1
540,1,abortion,4
541,1,gunrights,1
542,1,taxwaste,1
543,1,riotsolution,1
544,1,govservices,7
545,1,healthservices,1
546,1,abortion,4
547,1,gunrights,1
548,1,taxwaste,1
549,1,riotsolution,1
550,1,govservices,7
551,1,healthservices,1
552,1,abortion,4
553,1,gunrights,1
554,1,taxwaste,1
555,1,riotsolution,1
556,1,govservices,7
557,1,healthservices,1
558,1,abortion,4
559,1,gunrights,1
560,1,taxwaste,1
561,1,riotsolution,1
562,1,govservices,7
563,1,healthservices,1
564,1,abortion,4
565,1,gunrights,1
566,1,taxwaste,1
567,1,riotsolution,1
568,1,govservices,7
569,1,healthservices,1
570,1,abortion,4
571,1,gunrights,1
572,1,taxwaste,1
573,1,riotsolution,1
574,1,govservices,7
575,1,healthservices,1
576,1,abortion,4
577,1,gunrights,1
578,1,taxwaste,1
579,1,riotsolution,1
580,1,govservices,7
581,1,healthservices,1
582,1,abortion,4
583,1,gunrights,1
584,1,taxwaste,1
585,1,riotsolution,1
586,1,govservices,7
587,1,healthservices,1
588,1,abortion,4
589,1,gunrights,1
590,1,taxwaste,1
591,1,riotsolution,1
592,1,govservices,7
593,1,healthservices,1
594,1,abortion,4
595,1,gunrights,1
596,1,taxwaste,1
597,1,riotsolution,1
598,1,govservices,7
599,1,healthservices,1
