V201119,V201156,V201157,V201208,V201212,V201233,V201246,V201249,V201252,V201255,V201258,V201262,V201350,V201365,V201366,V201368,V201377,V201626,V201651
3,65,70,3,5,2,3,2,5,2,2,5,5,3,5,4,2,3,3
3,65,60,3,5,3,5,3,5,5,3,5,5,3,4,4,4,3,3
2,75,50,3,5,2,5,5,5,3,5,3,5,3,5,4,3,3,3
3,75,65,5,5,2,3,4,5,5,3,5,5,3,5,4,3,3,3
3,65,60,3,5,2,3,5,5,3,3,5,5,3,4,4,3,2,2
3,70,70,5,5,2,4,99,5,3,3,5,5,2,4,4,4,2,2
3,75,50,3,5,2,5,5,3,5,3,5,5,3,4,4,3,2,3
2,50,70,3,5,2,4,3,5,3,3,4,5,3,5,4,4,3,3
4,50,50,5,5,2,5,3,4,3,2,5,5,3,5,4,2,3,3
3,50,70,3,5,2,5,3,3,3,3,5,5,3,4,4,4,2,3
4,75,60,3,5,2,5,3,5,5,3,3,5,3,4,4,3,2,3
3,75,70,5,5,2,4,3,5,3,3,3,5,3,4,4,2,3,3
4,50,60,5,5,2,3,3,5,3,3,5,5,3,4,4,3,3,3
3,50,50,3,5,2,4,5,5,5,2,3,5,2,4,4,4,3,3
2,65,65,3,5,2,3,3,3,5,3,5,5,3,4,4,3,3,3
4,75,50,5,5,2,3,5,6,3,3,5,5,3,4,4,3,2,3
3,50,50,3,5,2,4,3,5,3,3,3,5,3,4,4,3,3,2
2,70,50,3,5,2,3,4,5,3,3,3,5,3,4,4,4,2,2
3,50,60,5,5,3,5,3,5,4,3,3,5,3,4,4,3,3,3
3,70,65,3,5,2,5,3,5,3,3,3,5,3,5,4,4,2,3
4,50,70,5,5,2,3,5,5,3,3,5,5,3,4,4,3,3,3
3,50,65,3,5,2,4,4,5,3,2,5,5,3,4,4,3,1,3
3,65,74,5,5,3,4,5,5,4,3,5,5,3,4,4,4,3,3
3,50,55,3,5,2,4,5,5,3,3,3,5,3,4,4,2,2,3
3,50,60,3,5,2,5,5,6,5,3,5,5,3,4,4,3,3,3
3,60,60,5,5,2,3,4,5,5,3,5,5,3,5,4,4,2,3
3,50,75,3,5,1,5,4,5,3,3,5,5,3,4,4,4,3,2
3,65,75,3,5,2,3,5,5,2,5,3,5,3,5,4,3,3,2
2,65,50,5,5,2,3,5,5,2,3,5,5,3,4,4,3,4,3
3,60,60,3,5,2,3,3,5,5,2,5,5,2,4,4,4,3,3
3,70,60,3,5,2,4,3,5,4,4,5,3,3,4,4,4,3,3
3,75,68,5,5,2,3,5,4,4,3,5,5,3,5,4,2,3,3
3,70,75,5,5,2,3,3,5,5,5,5,5,3,4,4,3,4,3
3,50,60,3,5,2,3,3,5,3,2,5,5,3,4,4,2,3,3
3,75,60,5,5,2,3,4,6,5,3,5,5,3,5,4,2,2,3
3,60,65,5,5,2,5,5,5,5,3,5,5,3,4,4,2,3,3
3,65,50,5,5,2,5,4,4,5,3,5,3,3,4,4,3,3,3
3,50,50,5,5,2,5,3,5,3,4,3,3,3,5,4,4,4,3
3,70,60,4,5,2,3,3,5,5,3,5,5,3,5,4,2,3,3
3,50,70,5,5,2,3,4,5,5,3,3,3,3,5,4,4,2,3
3,50,50,5,5,2,5,4,5,5,3,5,5,3,4,4,4,3,3
2,50,50,5,5,3,3,3,5,3,3,5,5,3,5,4,4,3,3
3,50,50,5,5,3,3,4,5,5,3,4,5,3,5,4,2,3,3
3,65,70,3,5,2,3,5,5,5,3,3,3,3,4,4,4,2,3
3,50,50,3,5,2,5,5,5,3,3,5,5,3,4,4,4,3,3
3,50,50,5,5,2,4,5,5,3,3,5,3,3,5,4,2,3,2
3,50,50,5,5,2,3,3,5,3,3,5,4,3,4,4,3,3,3
3,50,70,5,5,2,3,3,5,5,3,3,5,3,5,4,2,3,3
3,50,70,5,5,2,3,3,5,5,3,5,3,3,5,4,3,3,3
3,50,60,5,5,2,5,3,5,3,3,3,3,3,4,4,2,3,3
3,50,60,5,5,2,3,3,4,4,5,3,5,3,5,4,2,3,3
3,75,50,5,5,2,5,5,5,5,3,5,5,3,4,4,4,3,3
3,70,70,5,5,2,3,5,5,3,3,3,3,3,4,4,2,3,3
3,60,50,5,5,2,3,5,5,5,3,3,3,3,5,4,4,2,3
3,60,60,5,5,3,3,5,3,5,3,5,5,3,4,4,4,3,3
3,60,50,5,5,2,3,3,5,3,3,3,3,3,5,4,2,3,3
3,50,50,3,5,2,3,3,5,5,3,5,3,3,4,4,3,2,3
3,75,50,3,5,2,3,4,5,3,3,3,3,3,5,4,4,3,3
2,50,70,5,5,2,5,5,5,5,3,4,5,3,4,4,2,3,3
3,75,65,3,5,3,3,3,5,3,5,5,5,3,4,4,2,3,3
3,70,75,5,5,2,3,4,4,5,3,4,5,3,4,4,2,3,3
3,50,65,3,5,2,4,5,5,5,3,4,5,3,5,4,4,3,3
2,60,50,5,5,2,3,4,3,3,3,3,2,3,4,4,2,4,3
3,50,50,3,5,2,3,3,5,5,3,5,5,3,4,4,3,3,3
3,50,65,5,5,2,4,4,4,5,3,5,3,3,5,4,2,3,3
3,65,75,5,5,2,5,5,4,3,3,5,5,3,4,4,3,2,3
3,65,50,5,5,2,5,4,3,5,5,5,3,3,5,4,2,3,3
3,75,75,5,5,2,3,3,3,5,3,5,5,3,4,4,2,2,3
2,70,75,5,5,2,3,3,3,5,3,3,4,3,4,4,4,3,2
2,70,50,5,5,2,4,5,5,3,3,5,3,3,4,4,2,3,2
3,70,60,5,5,2,3,3,5,5,2,5,5,3,4,4,4,3,3
3,75,50,5,5,2,3,5,5,4,3,5,5,3,4,4,3,4,3
3,50,50,5,5,2,4,4,5,3,2,3,5,3,5,4,2,3,3
3,75,65,3,5,2,3,4,3,3,3,3,5,3,4,4,3,3,3
3,60,50,5,5,2,3,3,5,3,3,5,5,3,5,4,2,3,2
3,75,75,5,5,2,3,5,5,5,3,5,3,3,4,4,2,4,3
3,60,75,5,5,2,3,5,4,3,3,5,3,3,4,4,3,3,3
3,75,50,3,5,2,3,5,5,4,2,5,5,3,5,4,2,3,3
3,50,75,5,5,2,5,3,4,5,3,4,3,3,4,4,2,3,3
2,75,65,5,5,2,3,3,5,3,5,3,5,3,4,4,3,3,3
3,50,50,5,5,2,3,5,5,3,4,5,3,3,4,4,2,3,2
2,50,50,3,5,2,4,4,5,5,5,5,3,3,5,4,4,3,3
3,50,50,5,5,2,5,5,5,3,3,3,5,3,5,4,2,3,3
3,60,60,5,5,2,3,4,4,5,5,5,5,3,5,4,2,3,3
2,65,65,5,5,2,3,5,5,5,3,5,5,3,4,4,4,3,3
3,50,50,3,5,2,5,4,3,5,3,5,3,3,4,4,2,3,3
2,70,70,5,5,2,3,3,5,5,3,4,3,3,4,4,4,3,3
3,50,70,5,5,2,3,3,5,5,3,5,5,3,4,4,4,4,3
2,60,50,5,5,2,3,3,3,3,3,3,5,3,4,4,4,3,3
3,75,60,5,5,2,3,4,5,5,3,5,5,3,4,4,4,3,3
3,75,70,5,5,2,3,5,3,5,3,3,3,3,4,4,2,2,3
2,50,50,3,5,3,4,3,5,5,4,3,5,3,5,4,4,2,3
3,65,65,5,5,2,4,5,3,5,2,5,3,3,4,4,4,2,3
3,70,70,3,5,2,4,4,5,5,3,5,3,3,4,4,2,4,3
2,56,60,5,5,2,3,5,3,5,5,3,5,3,4,4,3,3,3
3,70,65,5,5,2,5,5,4,5,3,4,5,3,4,4,2,3,3
4,50,50,3,5,2,5,3,3,3,2,5,3,3,4,4,4,3,4
3,50,50,3,5,2,5,3,5,3,2,5,4,3,4,4,4,3,3
4,25,70,5,5,5,2,5,7,7,7,6,1,3,4,4,1,4,2
4,50,65,5,5,2,4,5,7,7,7,5,4,3,5,4,2,4,2
1,30,75,5,5,5,3,5,7,7,7,6,5,3,4,4,2,4,2
4,40,65,5,5,5,3,3,7,7,3,4,3,3,4,4,1,4,2
4,45,75,5,5,5,2,5,7,7,5,5,2,3,5,4,1,4,2
4,50,70,5,5,3,5,4,2,7,7,5,5,3,5,4,2,4,2
4,40,50,5,5,5,5,6,7,7,6,6,1,3,5,4,1,4,2
4,40,75,5,5,5,3,3,7,7,6,6,1,3,4,4,1,4,2
2,45,60,5,5,2,3,5,7,7,7,6,4,3,4,4,1,4,3
2,40,60,5,5,5,2,7,7,7,6,5,3,3,4,4,2,4,2
2,30,60,5,5,5,2,7,7,7,6,5,4,3,4,4,1,4,2
1,50,60,5,5,5,3,5,7,7,6,5,3,3,5,4,1,4,3
1,50,70,5,5,2,3,5,7,7,5,5,4,3,4,4,1,4,2
4,45,55,5,5,5,4,5,7,7,5,5,4,3,5,4,2,4,2
4,45,60,5,3,2,5,5,7,7,4,5,2,3,4,4,1,4,3
4,40,70,5,5,2,2,5,7,7,6,5,4,3,5,4,2,4,2
4,45,75,5,1,5,3,5,6,7,6,6,5,3,5,4,2,4,2
4,45,70,5,5,5,2,6,7,7,7,6,5,3,5,4,2,4,2
4,50,50,5,5,2,3,7,5,7,5,6,5,3,4,4,1,4,2
2,50,75,5,5,5,3,6,7,7,6,6,4,3,5,4,1,4,2
4,45,70,5,5,5,3,5,7,7,5,6,2,3,4,4,2,4,2
1,40,65,5,5,5,3,7,7,7,6,5,3,3,4,4,1,4,2
4,45,65,5,5,2,3,5,7,5,7,7,4,3,4,4,2,4,2
1,45,75,5,5,2,3,4,7,7,7,6,5,3,5,4,2,4,2
2,45,60,5,5,2,5,6,7,7,7,6,4,3,5,4,2,4,2
2,45,65,5,5,2,3,5,7,7,6,7,5,3,5,4,1,4,3
4,50,75,5,5,5,5,3,7,7,7,5,5,3,4,4,1,4,2
2,45,55,5,5,2,5,6,7,7,5,6,5,3,4,4,1,4,1
3,45,50,5,5,5,3,5,7,7,5,3,4,3,5,4,1,4,2
2,50,65,5,5,2,3,7,7,7,7,4,4,3,4,4,2,4,2
1,45,60,5,5,3,2,6,7,7,6,5,1,3,5,4,2,4,2
4,50,65,5,5,5,3,4,7,7,7,6,4,3,4,4,1,4,2
1,40,65,5,5,5,3,3,2,6,6,6,3,3,4,4,2,4,2
2,45,60,5,5,5,4,5,7,7,6,6,4,3,4,4,1,4,2
2,50,75,5,5,2,3,5,7,7,6,6,2,3,4,4,1,4,2
4,45,60,5,5,3,3,7,7,7,7,7,4,3,4,4,2,4,2
2,40,70,5,5,1,3,4,7,7,7,5,4,3,4,4,1,4,3
3,45,65,5,5,5,5,4,7,7,2,3,5,3,5,4,2,4,2
2,50,70,5,5,2,2,5,7,7,7,5,5,3,5,4,2,4,2
4,50,75,5,5,5,3,5,7,7,6,5,5,3,4,4,1,4,2
2,40,70,5,5,5,3,3,7,6,7,6,1,3,4,4,2,4,2
4,50,60,5,5,2,3,5,7,7,7,4,-4,3,5,4,2,4,2
2,45,65,5,5,5,3,7,7,7,3,5,5,3,4,4,2,4,2
2,45,65,5,5,2,3,6,7,7,7,6,1,3,4,4,1,4,2
2,40,60,5,5,5,3,4,7,7,3,5,3,3,4,4,1,4,3
1,50,65,5,5,2,3,7,7,7,6,6,4,3,4,4,1,4,2
2,40,70,5,5,2,2,5,7,7,6,6,4,3,4,4,2,4,2
3,45,70,5,5,5,3,4,7,7,6,3,4,3,4,4,2,4,2
4,40,50,5,5,5,5,7,7,6,3,6,1,3,5,4,2,4,2
4,40,70,5,5,5,3,5,6,7,7,5,3,3,5,4,1,4,2
2,47,70,5,5,5,3,6,7,7,6,6,4,3,4,4,2,4,2
2,45,70,5,5,2,3,5,7,7,6,6,4,3,5,4,1,4,2
4,40,65,5,5,5,3,5,7,7,6,5,3,3,5,4,2,4,2
4,45,75,5,5,4,3,6,7,7,6,5,2,3,5,4,2,4,2
4,45,70,5,5,2,4,6,7,7,7,6,3,3,4,4,2,4,2
4,45,70,5,5,5,5,7,7,7,6,7,1,3,5,4,2,4,2
2,50,70,5,5,2,3,4,7,7,7,6,3,3,5,4,1,4,2
2,40,65,5,5,5,3,5,7,7,6,5,3,3,5,4,2,4,2
4,50,60,5,5,5,3,5,7,7,6,6,5,3,5,4,2,4,2
2,45,60,5,5,2,3,6,7,7,7,5,4,3,4,4,1,4,2
2,40,65,5,5,5,2,5,7,7,5,6,4,3,5,4,2,4,2
2,40,60,5,5,2,2,3,7,7,6,6,4,3,4,4,1,4,2
3,35,70,5,5,2,3,7,7,7,7,3,3,3,4,4,1,4,2
2,45,50,5,5,2,3,3,7,7,5,6,1,3,4,4,2,4,2
2,45,75,5,5,2,3,5,7,7,6,6,5,3,4,4,1,4,2
3,50,60,5,5,5,3,7,7,7,6,5,4,3,5,4,1,4,2
4,40,50,5,5,5,3,4,7,7,6,5,4,3,4,4,1,4,2
4,75,75,2,5,5,5,3,2,3,2,3,5,2,5,4,4,1,2
4,70,70,3,5,2,7,4,2,5,3,3,5,3,5,4,4,1,2
4,70,50,3,5,2,5,3,2,1,2,3,5,2,5,5,4,2,3
1,75,50,2,5,5,5,3,3,2,2,3,5,2,5,5,4,2,2
3,88,50,5,5,2,6,3,2,2,2,3,5,2,5,4,4,2,3
4,70,50,3,5,2,5,4,2,2,2,3,5,2,5,4,4,1,3
2,75,70,2,5,5,5,3,2,2,2,3,5,3,5,4,4,2,2
2,75,50,2,5,2,3,4,2,2,2,6,5,3,5,5,4,2,3
2,50,50,2,5,2,6,3,2,2,2,2,5,2,5,5,4,1,3
3,75,50,2,5,2,5,2,5,2,2,3,5,2,5,4,4,1,2
4,50,50,2,5,5,5,3,3,3,2,2,5,2,5,5,4,1,2
3,85,50,2,5,4,5,3,2,6,2,3,5,3,5,4,4,1,2
4,70,60,5,5,2,5,5,5,2,3,3,5,2,5,4,4,1,3
4,70,60,2,5,5,5,4,1,2,2,3,5,2,5,5,4,1,3
4,65,70,2,5,2,6,4,5,2,2,3,5,2,5,4,4,2,2
3,75,50,2,5,2,5,3,5,2,2,3,5,2,5,5,4,1,2
3,50,70,5,5,2,5,3,2,2,2,2,5,2,5,5,4,1,2
4,70,50,2,5,2,5,3,2,3,2,2,5,2,4,4,4,2,3
4,65,50,2,5,2,7,3,5,3,2,3,5,2,5,4,4,2,3
4,75,40,2,5,5,6,3,2,2,2,2,5,2,5,4,4,1,3
4,70,65,3,5,5,5,3,2,2,2,3,5,2,5,4,4,2,2
4,50,50,5,5,2,5,4,1,2,2,4,5,2,5,5,4,2,3
2,85,50,5,5,5,5,2,2,5,2,6,5,3,5,4,4,2,3
4,65,65,2,5,2,7,3,2,2,2,5,5,2,5,4,4,2,3
4,50,50,2,5,5,5,3,2,2,2,3,5,2,5,5,4,1,3
2,70,60,3,5,2,5,4,2,3,2,3,5,3,5,5,4,2,2
2,75,60,2,5,2,6,5,2,5,2,2,5,2,5,5,4,2,3
2,75,60,2,5,2,5,5,2,2,2,4,5,2,5,4,2,2,2
2,50,65,2,5,5,5,3,1,3,2,3,5,2,5,5,4,1,4
3,75,50,3,5,2,5,3,3,2,3,3,5,3,5,5,4,2,2
2,75,50,2,5,2,5,5,2,1,2,5,5,2,5,5,4,2,2
4,70,60,2,5,2,5,3,2,2,2,2,5,3,5,4,4,2,3
3,70,75,2,5,5,5,5,2,2,2,3,5,2,5,4,2,2,3
2,70,65,3,5,5,5,3,2,2,2,3,5,2,5,5,4,2,2
4,50,60,2,5,5,5,3,2,2,2,5,5,3,5,5,4,2,3
4,75,50,2,5,5,5,3,2,2,2,3,5,2,5,4,4,2,2
4,75,50,2,5,2,5,3,2,2,2,2,5,3,5,4,4,2,2
2,70,75,2,5,2,7,2,1,2,2,3,5,2,5,5,4,4,3
2,50,50,2,5,2,5,4,3,2,2,3,5,2,5,4,4,1,2
4,75,50,3,5,5,5,4,2,3,2,5,5,3,5,4,4,2,3
4,75,50,3,5,2,4,3,5,2,2,3,5,3,5,4,4,2,2
4,75,50,2,5,5,5,3,1,3,2,3,5,2,5,5,4,1,3
4,50,45,2,5,5,5,2,2,2,3,5,5,2,5,5,4,2,2
3,75,65,3,5,5,6,4,2,2,2,2,5,2,5,5,4,1,2
4,65,60,3,5,2,5,5,2,3,2,5,5,2,5,5,4,2,3
2,75,60,3,5,2,6,4,1,2,2,3,5,3,5,4,4,2,3
4,70,55,5,5,2,4,5,2,2,2,5,5,2,4,5,4,1,3
2,75,40,2,5,5,5,5,5,2,2,3,5,2,5,4,4,2,3
4,75,50,2,5,5,4,3,2,2,2,3,5,3,5,4,4,1,2
2,65,65,5,5,2,5,3,2,3,2,4,5,2,5,4,4,1,2
2,75,70,2,5,2,5,2,4,2,2,2,5,3,5,5,4,4,3
4,50,50,2,5,5,5,5,3,5,2,4,5,3,5,5,4,1,3
3,50,60,3,5,2,5,3,2,3,2,3,5,2,5,4,4,2,3
4,50,63,2,5,5,5,5,2,3,2,6,5,2,5,4,4,2,3
2,75,60,1,5,2,5,4,1,2,2,3,5,2,5,4,4,1,2
3,70,60,2,5,2,6,3,5,2,2,5,5,2,5,4,4,2,2
4,50,50,3,5,2,7,3,2,3,2,3,5,2,5,5,4,2,2
4,50,50,3,5,5,5,3,2,5,2,5,5,2,5,5,4,1,3
4,50,50,2,5,2,6,4,2,3,2,5,5,3,5,4,4,2,3
4,50,50,2,5,2,5,4,2,2,2,3,5,2,5,4,4,2,3
4,50,55,2,5,2,5,2,2,2,2,5,5,2,5,4,4,2,3
2,50,50,2,5,5,5,5,2,2,2,3,5,2,5,5,4,1,3
2,50,50,2,5,5,5,3,2,2,2,3,5,2,5,5,4,1,2
4,70,50,2,5,2,5,6,1,2,2,3,5,2,5,4,4,2,2
4,25,70,5,5,5,2,6,7,7,3,6,5,3,5,4,2,4,2
2,60,70,5,5,5,2,6,7,7,6,5,5,3,4,4,4,4,2
4,45,70,5,5,5,2,3,7,7,2,6,4,3,5,4,2,4,2
4,45,70,5,5,2,3,2,7,7,7,5,5,3,4,4,1,4,2
2,60,70,5,5,5,2,3,7,2,3,6,5,3,5,4,2,4,2
2,50,65,5,5,5,1,6,7,7,6,6,5,3,5,4,2,3,2
2,35,60,5,5,2,3,3,7,7,6,3,4,3,5,4,2,4,2
2,25,75,5,5,5,2,4,7,7,6,6,4,3,5,4,2,4,2
4,40,85,5,5,2,2,5,7,7,3,5,4,3,5,4,2,4,2
4,35,50,5,5,2,3,3,7,7,5,6,5,3,5,4,4,4,2
2,40,65,5,5,5,3,2,7,7,6,7,5,3,5,4,1,4,2
3,45,50,5,5,2,3,4,7,7,7,7,5,3,5,4,1,4,2
3,50,60,5,5,5,2,4,7,6,6,7,5,3,5,4,2,4,2
4,25,70,5,5,5,2,3,7,7,7,7,4,3,4,4,2,4,2
4,40,75,5,5,5,2,3,7,7,3,5,3,3,5,4,2,4,2
2,50,70,5,5,5,3,3,7,7,6,5,5,3,5,4,2,4,2
4,45,70,5,5,4,3,3,7,7,7,3,4,3,4,4,1,4,2
4,45,50,5,5,5,3,5,7,7,5,6,5,3,5,4,2,4,2
3,60,65,5,5,2,2,5,7,7,2,7,5,3,5,4,1,4,2
3,45,70,5,5,5,3,6,7,6,6,2,5,3,5,4,2,4,2
2,45,65,5,5,5,2,2,7,2,7,7,4,3,4,4,2,4,2
4,50,65,5,5,5,3,7,6,7,6,6,5,3,4,4,4,4,2
4,50,50,5,5,5,3,5,7,2,5,6,5,3,5,4,2,4,2
4,45,75,5,2,5,3,3,7,6,6,6,5,3,4,4,2,4,2
3,50,75,5,5,5,3,7,7,7,6,5,5,3,5,4,1,4,2
4,40,50,5,5,5,3,3,7,7,3,6,3,3,5,4,2,4,2
2,20,50,5,5,5,3,6,7,7,7,7,3,3,4,4,2,4,2
4,40,50,5,5,5,2,6,7,7,7,5,2,3,4,4,1,4,2
1,45,65,5,5,2,3,6,7,7,3,7,5,3,5,4,2,4,2
2,35,65,5,5,5,2,5,7,7,2,6,5,3,4,4,1,4,2
4,50,70,5,5,5,7,3,7,7,7,6,5,3,4,4,2,4,3
4,45,70,5,5,5,3,3,7,7,7,7,5,3,4,4,2,4,2
2,25,65,5,5,5,2,3,7,7,7,7,5,3,5,4,2,4,2
1,40,75,5,5,5,3,3,7,7,7,6,5,3,4,4,1,4,2
2,40,80,5,5,5,3,5,7,7,5,7,5,3,4,4,2,4,2
4,30,50,5,5,5,2,4,7,7,2,4,5,3,4,4,1,4,2
2,25,75,5,5,5,3,3,7,2,7,7,5,3,4,4,2,4,3
1,40,50,5,5,5,2,3,7,7,5,7,3,3,5,4,1,4,2
1,25,75,5,5,5,2,3,5,7,6,7,1,3,4,4,1,4,2
4,40,75,5,5,3,3,5,7,7,5,7,4,3,5,4,2,4,2
2,40,75,5,5,5,2,3,7,7,6,6,4,3,4,4,2,4,2
3,45,75,5,5,5,3,6,7,6,3,5,5,3,4,4,2,3,2
3,40,70,5,5,5,3,2,7,7,5,4,5,3,4,4,2,4,2
4,45,70,5,5,5,3,5,7,7,6,3,2,3,5,4,2,4,2
4,45,60,5,5,2,2,3,7,7,2,5,5,3,4,4,2,4,2
1,40,75,5,5,5,3,3,7,2,7,6,5,3,5,4,2,4,2
4,40,70,5,5,5,3,6,7,7,6,7,5,3,4,4,1,4,2
2,45,75,5,5,5,2,3,7,7,7,5,4,3,5,4,1,4,1
2,50,75,5,5,5,3,3,7,7,7,7,5,3,4,5,2,4,2
4,40,75,5,5,2,2,3,7,7,2,7,5,3,5,4,2,4,2
3,50,75,5,5,2,2,6,7,7,3,7,4,3,4,4,2,4,2
2,50,65,5,3,2,3,5,6,7,7,7,4,3,5,4,1,4,2
2,55,60,5,5,5,2,5,7,7,3,5,5,3,5,4,1,4,2
2,40,75,5,5,5,3,3,7,7,6,6,5,3,5,4,2,4,2
2,30,50,5,5,5,3,6,7,6,2,7,5,3,5,4,2,4,2
4,45,70,5,5,5,3,5,7,7,5,4,5,3,4,4,2,4,2
1,50,75,5,5,5,3,3,6,6,7,7,4,3,4,4,2,4,2
2,50,70,5,5,5,3,7,7,7,3,6,5,3,5,4,2,4,2
4,50,50,5,2,5,5,4,7,7,7,5,2,3,5,4,2,4,2
2,25,85,5,5,5,2,3,7,7,7,7,4,3,4,4,1,4,2
2,75,60,5,5,3,99,4,99,5,3,99,5,3,5,4,2,2,2
4,50,60,5,5,2,99,5,99,5,5,99,5,3,5,4,4,3,2
2,65,50,5,5,2,99,99,5,3,3,99,5,3,5,4,4,4,2
3,50,60,5,5,4,99,5,99,3,3,99,5,3,4,4,4,4,3
3,70,50,5,5,3,3,99,99,3,3,99,5,2,4,4,4,3,2
4,70,60,5,5,2,99,99,99,6,5,5,5,2,5,4,4,3,4
2,60,50,5,5,2,99,5,99,99,5,99,5,3,4,4,4,4,3
2,60,60,5,5,3,99,-9,99,5,3,5,5,3,5,4,4,4,2
4,65,65,5,5,2,99,4,6,5,4,5,5,3,5,4,4,3,2
2,70,50,5,5,3,99,99,2,5,3,4,5,2,5,4,2,4,2
4,75,50,5,5,3,99,99,99,3,2,99,5,3,4,4,4,3,2
2,50,70,5,5,3,99,99,99,3,2,5,5,2,4,4,4,4,2
4,50,65,5,5,4,99,99,99,2,3,99,5,2,5,4,2,3,2
4,60,50,5,5,2,99,99,5,5,99,99,5,3,5,4,4,4,2
2,50,70,5,5,2,99,99,99,2,3,5,5,3,5,4,4,2,2
4,65,70,5,5,2,99,99,99,2,2,5,5,2,5,4,2,4,2
3,65,70,5,5,2,99,99,5,4,3,99,5,3,5,4,2,4,2
4,65,50,5,5,2,3,99,99,2,2,99,5,3,4,4,2,4,2
2,50,60,5,5,3,99,99,99,99,99,5,5,3,4,4,2,3,2
4,50,50,5,5,2,99,99,99,5,99,99,5,2,5,4,2,3,1
